date_start,date_end,geo_id,geo_level,category_name,hierarchy_level,metric_id,value,node_name,node_external_id
2026-04-01,2026-05-01,ZMB,country,overall,0,artifact_data_or_spreadsheet_pct,3.43,Overall,-
2026-04-01,2026-05-01,PRI,country,overall,0,artifact_email_or_message_pct,5.61,Overall,-
2026-04-01,2026-05-01,ZWE,country,overall,0,artifact_none_pct,6.61,Overall,-
2026-04-01,2026-05-01,MKD,country,overall,0,artifact_other_pct,0.0,Overall,-
2026-04-01,2026-05-01,SVN,country,overall,0,artifact_educational_material_pct,1.3,Overall,-
2026-04-01,2026-05-01,MKD,country,overall,0,artifact_resume_or_job_application_pct,1.04,Overall,-
2026-04-01,2026-05-01,PRI,country,overall,0,artifact_recipe_or_meal_plan_pct,0.65,Overall,-
2026-04-01,2026-05-01,TZA,country,overall,0,artifact_ml_or_ai_system_pct,0.39,Overall,-
2026-04-01,2026-05-01,MLT,country,overall,0,artifact_video_or_animation_pct,0.1,Overall,-
2026-04-01,2026-05-01,UZB,country,overall,0,artifact_chart_or_visualization_pct,1.44,Overall,-
2026-04-01,2026-05-01,PSE,country,overall,0,use_case_work_pct,40.84,Overall,-
2026-04-01,2026-05-01,MNG,country,overall,0,collaboration_none_pct,3.45,Overall,-
2026-04-01,2026-05-01,MLT,country,overall,0,artifact_config_or_infra_pct,1.33,Overall,-
2026-04-01,2026-05-01,PRI,country,overall,0,artifact_none_pct,7.21,Overall,-
2026-04-01,2026-05-01,SVN,country,overall,0,collaboration_feedback_loop_pct,17.46,Overall,-
2026-04-01,2026-05-01,PAN,country,overall,0,collaboration_task_iteration_pct,32.73,Overall,-
2026-04-01,2026-05-01,TZA,country,overall,0,artifact_math_or_calculation_pct,1.39,Overall,-
2026-04-01,2026-05-01,MNG,country,overall,0,artifact_plan_or_strategy_pct,2.92,Overall,-
2026-04-01,2026-05-01,TZA,country,overall,0,multitasking_pct,19.6,Overall,-
2026-04-01,2026-05-01,SLV,country,overall,0,collaboration_none_pct,2.13,Overall,-
2026-04-01,2026-05-01,SLV,country,overall,0,artifact_resume_or_job_application_pct,1.09,Overall,-
2026-04-01,2026-05-01,MLT,country,overall,0,artifact_analysis_or_summary_pct,5.44,Overall,-
2026-04-01,2026-05-01,TZA,country,overall,0,collaboration_none_pct,2.57,Overall,-
2026-04-01,2026-05-01,UGA,country,overall,0,use_case_personal_pct,25.46,Overall,-
2026-04-01,2026-05-01,MNG,country,overall,0,collaboration_bucket_automation_pct,57.07,Overall,-
2026-04-01,2026-05-01,PRI,country,overall,0,artifact_chart_or_visualization_pct,2.33,Overall,-
2026-04-01,2026-05-01,PRI,country,overall,0,collaboration_validation_pct,2.34,Overall,-
